dataset_id,tag_name
933,csv
933,geojson
933,zip
935,microsoft word file
935,data are in comma separated variable format
936,html
936,arcgis geoservices rest api
936,ogc wms
936,csv
936,zip
936,geojson
936,kml
938,csv
938,rdf
938,json
938,xml
939,xls
939,pdf
940,zip
940,xml
941,html
941,arcgis geoservices rest api
941,csv
941,zip
941,geojson
941,kml
942,xls
942,doc
942,pdf
942,zip
943,html
943,api
944,zip
945,xml
945,html
945,arcgis geoservices rest api
945,pdf
945,zip
945,csv
945,geojson
945,kml
946,xls
947,csv
947,rdf
947,json
947,xml
948,api
950,html
951,csv
952,xls
953,zip
954,html
954,json
954,csv
954,zip
954,application/vnd.geo+json
954,kml
954,text
954,xls
954,application/geopackage+sqlite3
955,html
956,zip
957,html
957,arcgis geoservices rest api
957,csv
957,zip
957,geojson
957,kml
957,text
957,xls
957,gpkg
957,gdb
958,xls
959,html
960,csv
960,rdf
960,json
960,xml
961,text
961,pdf
961,zipped exe executable
961,zipped sql and text files
963,esri rest
964,xml
964,html
964,arcgis geoservices rest api
966,api
967,zip
967,xml
967,esri rest
968,xml
969,csv
969,xml
970,csv
970,rdf
970,json
970,xml
971,xls
972,csv
972,xml
973,html
974,csv
974,rdf
974,json
974,xml
975,csv
975,rdf
975,json
975,xml
976,csv
976,rdf
976,json
976,xml
977,html
977,xls
978,xls
979,data explorer
979,text
980,csv
980,rdf
980,json
980,xml
981,html
982,csv
982,r
982,xls
983,api
984,csv
984,rdf
984,json
984,xml
986,csv
986,zip
987,html
988,zip
988,xml
988,esri rest
989,csv
989,xls
990,html
991,zip
993,esri rest
994,zip
994,xml
994,esri rest
995,csv
995,rdf
995,json
995,xml
996,pdf
996,xls
996,zip
997,csv
997,rdf
997,json
997,xml
998,csv
999,html
999,pdf
1000,csv
1000,rdf
1000,json
1000,xml
1001,hypertext markup language (html) (.html)
1002,kml
1002,arcgis geoservices rest api
1002,geojson
1002,zip
1002,xml
1002,html
1002,csv
1003,api
1003,html
1003,csv
1005,csv
1005,xls
1005,zip
1006,xml
1007,csv
1007,rdf
1007,json
1007,xml
1008,csv
1008,doc
1009,zip
1009,xml
1009,esri rest
1010,text
1011,csv
1011,rdf
1011,json
1011,xml
1013,xml
1014,xls
1015,csv
1015,rdf
1015,json
1015,xml
1016,zip
1016,esri rest
1017,csv
1017,rdf
1017,json
1017,xml
1019,wms
1019,wfs
1019,qgis
1019,zip
1019,gml
1019,kml
1019,json
1019,csv
1019,xls
1019,xml
1019,html
1020,application/vnd.ms-pkistl
1022,csv
1022,html
1023,csv
1023,rdf
1023,json
1023,xml
1024,zip
1024,xls
1025,pdf
1026,csv
1026,html
1027,zip
1028,zip
1028,esri rest
1029,csv
